c,run,jfi,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
1,0,0.947071347476449,0.3539568119995238,0.625408198000514,0.6374672269994335,0.6629997489999369,0.6630226140005107,0.6630331279993698,0.6630424140003015,0.6630510730010428,0.6630605030004517,0.6630700389996491
1,1,0.9995612947962953,0.6191849669994554,0.6289883089993964,0.629020041998956,0.6471922019991325,0.6472159059994738,0.6472249910002574,0.6472337729992432,0.6472433479993924,0.6623297070000262,0.6623607909987186
1,2,0.9996723134586939,0.6710007780002343,0.6710346190011478,0.6888744560001214,0.6889008530015417,0.6889127750000625,0.6926468710007612,0.6926626810000016,0.6926744430002145,0.7076084100008302,0.7126057519999449
1,3,0.9994750506593559,0.8558854590010014,0.8559157120016607,0.8559319640007743,0.8559455360009451,0.8559585380007775,0.8559996700005286,0.8704995309999504,0.8705294589999539,0.8752498740013834,0.9265156830006163
1,4,0.9992655398089795,0.7634326450006483,0.7634652460001234,0.7634819039994909,0.763497930000085,0.798450320999109,0.798488129999896,0.8029824040004314,0.8030144780004775,0.8030296939996333,0.8232643350002036
1,5,0.9994292298329861,0.6070887999994738,0.6358610829993268,0.6358933379997325,0.6359103880004113,0.6359251199992286,0.6359407529998862,0.6482457729998714,0.6482778429999598,0.6621338789991569,0.662152906999836
1,6,0.9989726367591938,0.5850665050002135,0.5850973710003018,0.5922643260000768,0.5948278050000226,0.5948591400010628,0.6170024519997241,0.6309620129995892,0.6309840379999514,0.6309924300003331,0.631002456000715
1,7,0.9974419326441482,0.535771091001152,0.5508510550007486,0.5849830420011131,0.58500789000027,0.587933647000682,0.589261721001094,0.5892873850007163,0.6212445440014562,0.6293009860000893,0.6293170170010853
1,8,0.999419106120339,0.5960526500002743,0.6325373969993962,0.6325720790009655,0.6325878030002059,0.6326017850005883,0.6360891309996077,0.6414289540007303,0.643665317000341,0.6436849780002376,0.6561410079993948
1,9,0.9985233814977957,0.6098719999990863,0.633824051999909,0.6375802399998065,0.6376077299992176,0.6376238539996848,0.6537916209999821,0.6764516940002068,0.6807397049997235,0.6807674070005305,0.6881703769995511
5,0,0.9950459387999747,0.49250417399889557,0.5650094489992625,0.6034899789992778,0.6035199409998313,0.6035371649995795,0.60355134800011,0.6086321239999961,0.6103461429993331,0.6103684549998434,0.6267573370005266
